frequency(Hz) ASD(Hz^-0.5)
7.425750000000000000e+03 5.059075908550912116e-23
7.425875000000000000e+03 5.069546085015616760e-23
7.426000000000000000e+03 5.089298474521061966e-23
7.426125000000000000e+03 5.037766608656221581e-23
7.426250000000000000e+03 5.039492983413358173e-23
7.426375000000000000e+03 5.047493486011432942e-23
7.426500000000000000e+03 5.046571093734162443e-23
7.426625000000000000e+03 5.040606621559631107e-23
7.426750000000000000e+03 5.038717100067602140e-23
7.426875000000000000e+03 5.041132925296948211e-23
7.427000000000000000e+03 5.050103752527320825e-23
7.427125000000000000e+03 5.048969100061544638e-23
7.427250000000000000e+03 5.029429095960515616e-23
7.427375000000000000e+03 5.022378021906526598e-23
7.427500000000000000e+03 5.022722571945711675e-23
7.427625000000000000e+03 5.030245906277358681e-23
7.427750000000000000e+03 5.048743101324441496e-23
7.427875000000000000e+03 5.050596732646539802e-23
7.428000000000000000e+03 5.027884307035658591e-23
7.428125000000000000e+03 5.018603331571795757e-23
7.428250000000000000e+03 5.014767713375617964e-23
7.428375000000000000e+03 5.020312478632405947e-23
7.428500000000000000e+03 5.022091871271334785e-23
7.428625000000000000e+03 5.034572521120828572e-23
7.428750000000000000e+03 5.021993699293810714e-23
7.428875000000000000e+03 5.029982773307926845e-23
7.429000000000000000e+03 5.031489092085590373e-23
7.429125000000000000e+03 5.014794213886146313e-23
7.429250000000000000e+03 5.005355608445354165e-23
7.429375000000000000e+03 5.017583116161229215e-23
7.429500000000000000e+03 5.009134910490886243e-23
7.429625000000000000e+03 5.016493178773891210e-23
7.429750000000000000e+03 5.002627086843162180e-23
7.429875000000000000e+03 5.013586285345981020e-23
7.430000000000000000e+03 5.021493762244448630e-23
7.430125000000000000e+03 5.001689747060694675e-23
7.430250000000000000e+03 4.991671778276063422e-23
7.430375000000000000e+03 4.997085765963750566e-23
7.430500000000000000e+03 4.988737725768052125e-23
7.430625000000000000e+03 4.983015899711979180e-23
7.430750000000000000e+03 4.996494837739510491e-23
7.430875000000000000e+03 5.013498507237214838e-23
7.431000000000000000e+03 5.006687197764923808e-23
7.431125000000000000e+03 5.003464905437337643e-23
7.431250000000000000e+03 5.002780680430765687e-23
7.431375000000000000e+03 4.993955192728452988e-23
7.431500000000000000e+03 4.990542071607321117e-23
7.431625000000000000e+03 4.999202888683052630e-23
7.431750000000000000e+03 4.995999825760463876e-23
7.431875000000000000e+03 4.993135919859956769e-23
7.432000000000000000e+03 5.005249167882571741e-23
7.432125000000000000e+03 4.983206503161066712e-23
7.432250000000000000e+03 4.979298383384774037e-23
7.432375000000000000e+03 4.977967459200804713e-23
7.432500000000000000e+03 4.967212949034412612e-23
7.432625000000000000e+03 4.980760243985530282e-23
7.432750000000000000e+03 4.976301123530884611e-23
7.432875000000000000e+03 4.989144449678062884e-23
7.433000000000000000e+03 5.000789534302794198e-23
7.433125000000000000e+03 4.978775877574660432e-23
7.433250000000000000e+03 4.987064557227450421e-23
7.433375000000000000e+03 4.978501425235448572e-23
7.433500000000000000e+03 4.969230332809788482e-23
7.433625000000000000e+03 4.968740326853750388e-23
7.433750000000000000e+03 4.966976202885214944e-23
7.433875000000000000e+03 4.967900115870909105e-23
7.434000000000000000e+03 4.960641838408597781e-23
7.434125000000000000e+03 4.949699712146994865e-23
7.434250000000000000e+03 4.967531292164060493e-23
7.434375000000000000e+03 4.957995470798358882e-23
7.434500000000000000e+03 4.973655876728649521e-23
7.434625000000000000e+03 4.969918564662178920e-23
7.434750000000000000e+03 4.970592409895902345e-23
7.434875000000000000e+03 4.967910836752694459e-23
7.435000000000000000e+03 4.978331877559972914e-23
7.435125000000000000e+03 4.973076838014936860e-23
7.435250000000000000e+03 4.954012104799292198e-23
7.435375000000000000e+03 4.951931026502545975e-23
7.435500000000000000e+03 4.941669681881627437e-23
7.435625000000000000e+03 4.943284226073612702e-23
7.435750000000000000e+03 4.959012327772154395e-23
7.435875000000000000e+03 4.967132567505789487e-23
7.436000000000000000e+03 4.956084261745333507e-23
7.436125000000000000e+03 4.980958795533828692e-23
7.436250000000000000e+03 4.963756101961421893e-23
7.436375000000000000e+03 4.968734404243949486e-23
7.436500000000000000e+03 4.959998100465398699e-23
7.436625000000000000e+03 4.961598668645303077e-23
7.436750000000000000e+03 4.976094496163350353e-23
7.436875000000000000e+03 4.945120014932908900e-23
7.437000000000000000e+03 4.941588760242063322e-23
7.437125000000000000e+03 4.930832589656710014e-23
7.437250000000000000e+03 4.944802161870861962e-23
7.437375000000000000e+03 4.937295245179317647e-23
7.437500000000000000e+03 4.949379858482081079e-23
7.437625000000000000e+03 4.934325066470947998e-23
7.437750000000000000e+03 4.925934281202599996e-23
7.437875000000000000e+03 4.931783066979292369e-23
7.438000000000000000e+03 4.930769511746077086e-23
7.438125000000000000e+03 4.932105118458765185e-23
7.438250000000000000e+03 4.936723184653188099e-23
7.438375000000000000e+03 4.934981575475319960e-23
7.438500000000000000e+03 4.919767825566765273e-23
7.438625000000000000e+03 4.937756092152898371e-23
7.438750000000000000e+03 4.934001919493218328e-23
7.438875000000000000e+03 4.932590672797276027e-23
7.439000000000000000e+03 4.918216608496547110e-23
7.439125000000000000e+03 4.926602885162217042e-23
7.439250000000000000e+03 4.925353788618325435e-23
7.439375000000000000e+03 4.931645132948123174e-23
7.439500000000000000e+03 4.918150107414330712e-23
7.439625000000000000e+03 4.931779130354402513e-23
7.439750000000000000e+03 4.915253043295320848e-23
7.439875000000000000e+03 4.918344278132055711e-23
7.440000000000000000e+03 4.924092018087614516e-23
7.440125000000000000e+03 4.912355641920769245e-23
7.440250000000000000e+03 4.895096494731889091e-23
7.440375000000000000e+03 4.901315658755607360e-23
7.440500000000000000e+03 4.910933251975903673e-23
7.440625000000000000e+03 4.900870367051416277e-23
7.440750000000000000e+03 4.913039190609781516e-23
7.440875000000000000e+03 4.926130880955495048e-23
7.441000000000000000e+03 4.906691592323111990e-23
7.441125000000000000e+03 4.889093412213007315e-23
7.441250000000000000e+03 4.889125263731320394e-23
7.441375000000000000e+03 4.898606938078799103e-23
7.441500000000000000e+03 4.885516401057226787e-23
7.441625000000000000e+03 4.883970867130659289e-23
7.441750000000000000e+03 4.889706129483920276e-23
7.441875000000000000e+03 4.897027916003648674e-23
7.442000000000000000e+03 4.890339330084930735e-23
7.442125000000000000e+03 4.910462514515964653e-23
7.442250000000000000e+03 4.916648400367805650e-23
7.442375000000000000e+03 4.891585082530138368e-23
7.442500000000000000e+03 4.897932411182550820e-23
7.442625000000000000e+03 4.891348455398141522e-23
7.442750000000000000e+03 4.875518221961809623e-23
7.442875000000000000e+03 4.868561654517073949e-23
7.443000000000000000e+03 4.894050132240418803e-23
7.443125000000000000e+03 4.893633026611449856e-23
7.443250000000000000e+03 4.883734554052783340e-23
7.443375000000000000e+03 4.869680803389814338e-23
7.443500000000000000e+03 4.870598572674471278e-23
7.443625000000000000e+03 4.873737119124321083e-23
7.443750000000000000e+03 4.873084808097406859e-23
7.443875000000000000e+03 4.859122043650057997e-23
7.444000000000000000e+03 4.860080199720791904e-23
7.444125000000000000e+03 4.867714069948496490e-23
7.444250000000000000e+03 4.866451604399651250e-23
7.444375000000000000e+03 4.895846501665433481e-23
7.444500000000000000e+03 4.881751195926357097e-23
7.444625000000000000e+03 4.862836266956221999e-23
7.444750000000000000e+03 4.854793457334504289e-23
7.444875000000000000e+03 4.868058264616732745e-23
7.445000000000000000e+03 4.865289888244915418e-23
7.445125000000000000e+03 4.865989776392391289e-23
7.445250000000000000e+03 4.880339824512008773e-23
7.445375000000000000e+03 4.864170031475430394e-23
7.445500000000000000e+03 4.859003354835330834e-23
7.445625000000000000e+03 4.850788687573778418e-23
7.445750000000000000e+03 4.860939765320862973e-23
7.445875000000000000e+03 4.868405207103440644e-23
7.446000000000000000e+03 4.886467431292469008e-23
7.446125000000000000e+03 4.860254916308528034e-23
7.446250000000000000e+03 4.837963196595200609e-23
7.446375000000000000e+03 4.817358749162961432e-23
7.446500000000000000e+03 4.833238255647959105e-23
7.446625000000000000e+03 4.843152043507367052e-23
7.446750000000000000e+03 4.857009176196034302e-23
7.446875000000000000e+03 4.855618503935901150e-23
7.447000000000000000e+03 4.843436553696284639e-23
7.447125000000000000e+03 4.842851325929550934e-23
7.447250000000000000e+03 4.828545337145976223e-23
7.447375000000000000e+03 4.819809294293121949e-23
7.447500000000000000e+03 4.830153313760899467e-23
7.447625000000000000e+03 4.845906044481844038e-23
7.447750000000000000e+03 4.935583683549341332e-23
7.447875000000000000e+03 5.332344657083150482e-23
7.448000000000000000e+03 6.140927872983370876e-23
7.448125000000000000e+03 6.419527300827492164e-23
7.448250000000000000e+03 5.756127430833356931e-23
7.448375000000000000e+03 5.086827754406284644e-23
7.448500000000000000e+03 4.869416075426572183e-23
7.448625000000000000e+03 4.814414326133814022e-23
7.448750000000000000e+03 4.839737406958110985e-23
7.448875000000000000e+03 4.847085245157170919e-23
7.449000000000000000e+03 4.845071886488872425e-23
7.449125000000000000e+03 4.822993442010850572e-23
7.449250000000000000e+03 4.810705925523837685e-23
7.449375000000000000e+03 4.805324785710080479e-23
7.449500000000000000e+03 4.798360152823371322e-23
7.449625000000000000e+03 4.812938494886324547e-23
7.449750000000000000e+03 4.801485907019105852e-23
7.449875000000000000e+03 4.795167006510679619e-23
7.450000000000000000e+03 4.805669034785610792e-23
7.450125000000000000e+03 4.822829323700011458e-23
7.450250000000000000e+03 4.822063711412694406e-23
7.450375000000000000e+03 4.802136856534594161e-23
7.450500000000000000e+03 4.792470610968041404e-23
7.450625000000000000e+03 4.804664447022559220e-23
7.450750000000000000e+03 4.800540044802830092e-23
7.450875000000000000e+03 4.801719990187912853e-23
7.451000000000000000e+03 4.801249047484032950e-23
7.451125000000000000e+03 4.800240494318890139e-23
7.451250000000000000e+03 4.793147713622415889e-23
7.451375000000000000e+03 4.781945237717931879e-23
7.451500000000000000e+03 4.786726663208841394e-23
7.451625000000000000e+03 4.789811861875236943e-23
7.451750000000000000e+03 4.798257670711765750e-23
7.451875000000000000e+03 4.796724313673285324e-23
7.452000000000000000e+03 4.784634428911221691e-23
7.452125000000000000e+03 4.806199327106689321e-23
7.452250000000000000e+03 4.792373876732906476e-23
7.452375000000000000e+03 4.801586167738004421e-23
7.452500000000000000e+03 4.811158948644994641e-23
7.452625000000000000e+03 4.779769792314702407e-23
7.452750000000000000e+03 4.788876519912613444e-23
7.452875000000000000e+03 4.797905148700495413e-23
7.453000000000000000e+03 4.787228937390024313e-23
7.453125000000000000e+03 4.843307203526010825e-23
7.453250000000000000e+03 4.841264359029681368e-23
7.453375000000000000e+03 4.809823727432192966e-23
7.453500000000000000e+03 4.793508570339960498e-23
7.453625000000000000e+03 4.770942163344596161e-23
7.453750000000000000e+03 4.768092223587776729e-23
7.453875000000000000e+03 4.789106344363488885e-23
7.454000000000000000e+03 4.805851800874827075e-23
7.454125000000000000e+03 4.786908366661424836e-23
7.454250000000000000e+03 4.788276745705658962e-23
7.454375000000000000e+03 4.773939028828400488e-23
7.454500000000000000e+03 4.764448801045430141e-23
7.454625000000000000e+03 4.781012584898170175e-23
7.454750000000000000e+03 4.765488202741852973e-23
7.454875000000000000e+03 4.759128123751300290e-23
7.455000000000000000e+03 4.790568862559897895e-23
7.455125000000000000e+03 4.762445195373783311e-23
7.455250000000000000e+03 4.751419702868351514e-23
7.455375000000000000e+03 4.751319153643663801e-23
7.455500000000000000e+03 4.747488254088352795e-23
7.455625000000000000e+03 4.752690809267281951e-23
7.455750000000000000e+03 4.762778165212939053e-23
7.455875000000000000e+03 4.774526250409551729e-23
7.456000000000000000e+03 4.747950374142470485e-23
7.456125000000000000e+03 4.768164085417449148e-23
7.456250000000000000e+03 4.763565759650822073e-23
7.456375000000000000e+03 4.758943793096858905e-23
7.456500000000000000e+03 4.750130904148783143e-23
7.456625000000000000e+03 4.744881219887220897e-23
7.456750000000000000e+03 4.751954621346013013e-23
7.456875000000000000e+03 4.743291545022394645e-23
7.457000000000000000e+03 4.749718724395481416e-23
7.457125000000000000e+03 4.739184548579690620e-23
7.457250000000000000e+03 4.742653311623411442e-23
7.457375000000000000e+03 4.734296700285682366e-23
7.457500000000000000e+03 4.709845348916976383e-23
7.457625000000000000e+03 4.735624905692023065e-23
7.457750000000000000e+03 4.752472869324758774e-23
7.457875000000000000e+03 4.724221568742051851e-23
7.458000000000000000e+03 4.728645872060289884e-23
7.458125000000000000e+03 4.723478960957767478e-23
7.458250000000000000e+03 4.719791356302467347e-23
7.458375000000000000e+03 4.716091442657031464e-23
7.458500000000000000e+03 4.731820623814159636e-23
7.458625000000000000e+03 4.737262865994005740e-23
7.458750000000000000e+03 4.734056818624025282e-23
7.458875000000000000e+03 4.731991929218288742e-23
7.459000000000000000e+03 4.724412488068639509e-23
7.459125000000000000e+03 4.739282146118212845e-23
7.459250000000000000e+03 4.714675868237788291e-23
7.459375000000000000e+03 4.728712816947610163e-23
7.459500000000000000e+03 4.734003863331593727e-23
7.459625000000000000e+03 4.745529508194852349e-23
7.459750000000000000e+03 4.737088307355828051e-23
7.459875000000000000e+03 4.731091940557883207e-23
7.460000000000000000e+03 4.715914920651989822e-23
7.460125000000000000e+03 4.727814120051573077e-23
7.460250000000000000e+03 4.731426892763402813e-23
7.460375000000000000e+03 4.704426654592851118e-23
7.460500000000000000e+03 4.723958987677177690e-23
7.460625000000000000e+03 4.723994149967222475e-23
7.460750000000000000e+03 4.712140473149759964e-23
7.460875000000000000e+03 4.719596073573655720e-23
7.461000000000000000e+03 4.718008991091261100e-23
7.461125000000000000e+03 4.693979869983086314e-23
7.461250000000000000e+03 4.689283444454476698e-23
7.461375000000000000e+03 4.711019234247513681e-23
7.461500000000000000e+03 4.706280737259461306e-23
7.461625000000000000e+03 4.699564389479096287e-23
7.461750000000000000e+03 4.705046843246336749e-23
7.461875000000000000e+03 4.698044657379443435e-23
7.462000000000000000e+03 4.707075195693452425e-23
7.462125000000000000e+03 4.700907041079008757e-23
7.462250000000000000e+03 4.687302162704730190e-23
7.462375000000000000e+03 4.698071785754982638e-23
7.462500000000000000e+03 4.691266411132922238e-23
7.462625000000000000e+03 4.700670782541253026e-23
7.462750000000000000e+03 4.692432224895537128e-23
7.462875000000000000e+03 4.689202742162102023e-23
7.463000000000000000e+03 4.693986432477371888e-23
7.463125000000000000e+03 4.695502494797254193e-23
7.463250000000000000e+03 4.684652101336268750e-23
7.463375000000000000e+03 4.703470378119674932e-23
7.463500000000000000e+03 4.709040864640441408e-23
7.463625000000000000e+03 4.700140027716151077e-23
7.463750000000000000e+03 4.682933716266706042e-23
7.463875000000000000e+03 4.689100919730973670e-23
7.464000000000000000e+03 4.685899901504202968e-23
7.464125000000000000e+03 4.705569361394258034e-23
7.464250000000000000e+03 4.700971881545637833e-23
7.464375000000000000e+03 4.681107230233571081e-23
7.464500000000000000e+03 4.652254120977463282e-23
7.464625000000000000e+03 4.663559821183764733e-23
7.464750000000000000e+03 4.661250751840228167e-23
7.464875000000000000e+03 4.674250287208441247e-23
7.465000000000000000e+03 4.684857401162494631e-23
7.465125000000000000e+03 4.677130364048279684e-23
7.465250000000000000e+03 4.681070800867363339e-23
7.465375000000000000e+03 4.684230162546374418e-23
7.465500000000000000e+03 4.674630041166112007e-23
7.465625000000000000e+03 4.678486642570796925e-23
7.465750000000000000e+03 4.688780969987752636e-23
7.465875000000000000e+03 4.682518474977283514e-23
7.466000000000000000e+03 4.692939630149331887e-23
7.466125000000000000e+03 4.666306268952240900e-23
7.466250000000000000e+03 4.687444600784020562e-23
7.466375000000000000e+03 4.672816457158354165e-23
7.466500000000000000e+03 4.687203867626348502e-23
7.466625000000000000e+03 4.664602966807843669e-23
7.466750000000000000e+03 4.666984587822566112e-23
7.466875000000000000e+03 4.670441175941543441e-23
7.467000000000000000e+03 4.670839592483737940e-23
7.467125000000000000e+03 4.676129009238786518e-23
7.467250000000000000e+03 4.664192163014506711e-23
7.467375000000000000e+03 4.663074314404007365e-23
7.467500000000000000e+03 4.646699554356649948e-23
7.467625000000000000e+03 4.646483007385717656e-23
7.467750000000000000e+03 4.649891479108328775e-23
7.467875000000000000e+03 4.661218875444015959e-23
7.468000000000000000e+03 4.660072769691310845e-23
7.468125000000000000e+03 4.653349066319232836e-23
7.468250000000000000e+03 4.667541131593461538e-23
7.468375000000000000e+03 4.689986102161868139e-23
7.468500000000000000e+03 4.752545021491290237e-23
7.468625000000000000e+03 4.862224493591848500e-23
7.468750000000000000e+03 4.870934684398591775e-23
7.468875000000000000e+03 4.763552125756708253e-23
7.469000000000000000e+03 4.680721304311048884e-23
7.469125000000000000e+03 4.656644448100988627e-23
7.469250000000000000e+03 4.654295419547534026e-23
7.469375000000000000e+03 4.629212244375316200e-23
7.469500000000000000e+03 4.640505094853077307e-23
7.469625000000000000e+03 4.620251824283258875e-23
7.469750000000000000e+03 4.625085829354985039e-23
7.469875000000000000e+03 4.635192830654518949e-23
7.470000000000000000e+03 4.616676401917574324e-23
7.470125000000000000e+03 4.637241159381979412e-23
7.470250000000000000e+03 4.640900382703425579e-23
7.470375000000000000e+03 4.644918956541907532e-23
7.470500000000000000e+03 4.654366173491574253e-23
7.470625000000000000e+03 4.622155148171871298e-23
7.470750000000000000e+03 4.618620016330341311e-23
7.470875000000000000e+03 4.636186388518249667e-23
7.471000000000000000e+03 4.638578649987903591e-23
7.471125000000000000e+03 4.623694487308213624e-23
7.471250000000000000e+03 4.625065553718672673e-23
7.471375000000000000e+03 4.607528128666472023e-23
7.471500000000000000e+03 4.593672580419107090e-23
7.471625000000000000e+03 4.599980316645670070e-23
7.471750000000000000e+03 4.608184241000979421e-23
7.471875000000000000e+03 4.631814947674812685e-23
7.472000000000000000e+03 4.603280027285124040e-23
7.472125000000000000e+03 4.583329077634189136e-23
7.472250000000000000e+03 4.585525788574629007e-23
7.472375000000000000e+03 4.604981514209414543e-23
7.472500000000000000e+03 4.600846302910014665e-23
7.472625000000000000e+03 4.591285446425831645e-23
7.472750000000000000e+03 4.596444328384296067e-23
7.472875000000000000e+03 4.607807366118731419e-23
7.473000000000000000e+03 4.595959279299672917e-23
7.473125000000000000e+03 4.600587725506219764e-23
7.473250000000000000e+03 4.598709511278019998e-23
7.473375000000000000e+03 4.586077916752499158e-23
7.473500000000000000e+03 4.584301737677743200e-23
7.473625000000000000e+03 4.585814913703919232e-23
7.473750000000000000e+03 4.583363821254735148e-23
7.473875000000000000e+03 4.596301322008801135e-23
7.474000000000000000e+03 4.590713622438967203e-23
7.474125000000000000e+03 4.583385598306530259e-23
7.474250000000000000e+03 4.586689660359160286e-23
7.474375000000000000e+03 4.582555005931601034e-23
7.474500000000000000e+03 4.601482533875612425e-23
7.474625000000000000e+03 4.592789545546890470e-23
7.474750000000000000e+03 4.591453411302863547e-23
7.474875000000000000e+03 4.575781984057720965e-23
7.475000000000000000e+03 4.579184552621291619e-23
7.475125000000000000e+03 4.580708114905999881e-23
7.475250000000000000e+03 4.563683914052253147e-23
7.475375000000000000e+03 4.565606586132567580e-23
7.475500000000000000e+03 4.560314512797287179e-23
7.475625000000000000e+03 4.557480026547875088e-23
7.475750000000000000e+03 4.563618402781118197e-23
7.475875000000000000e+03 4.560440453116571361e-23
7.476000000000000000e+03 4.563716167607165529e-23
7.476125000000000000e+03 4.557822106310092815e-23
7.476250000000000000e+03 4.573897487218535668e-23
7.476375000000000000e+03 4.559358048572575178e-23
7.476500000000000000e+03 4.556168082144481055e-23
7.476625000000000000e+03 4.548210955840126581e-23
7.476750000000000000e+03 4.562242860801928449e-23
7.476875000000000000e+03 4.543629815374137076e-23
7.477000000000000000e+03 4.530306034084658157e-23
7.477125000000000000e+03 4.543997860587443994e-23
7.477250000000000000e+03 4.547362789841845344e-23
7.477375000000000000e+03 4.543148170649147609e-23
7.477500000000000000e+03 4.529172791149775210e-23
7.477625000000000000e+03 4.531536328528975540e-23
7.477750000000000000e+03 4.541894707176513717e-23
7.477875000000000000e+03 4.538650509304474431e-23
7.478000000000000000e+03 4.540424307764417668e-23
7.478125000000000000e+03 4.549689718416484566e-23
7.478250000000000000e+03 4.527962115667320024e-23
7.478375000000000000e+03 4.532303603329342325e-23
7.478500000000000000e+03 4.542337849472920264e-23
7.478625000000000000e+03 4.532293610541462752e-23
7.478750000000000000e+03 4.538533185606597733e-23
7.478875000000000000e+03 4.524897646895942042e-23
7.479000000000000000e+03 4.509544892487532121e-23
7.479125000000000000e+03 4.510477340971359439e-23
7.479250000000000000e+03 4.512107649432541310e-23
7.479375000000000000e+03 4.499292774660284998e-23
7.479500000000000000e+03 4.508275078195105404e-23
7.479625000000000000e+03 4.506543506349794064e-23
7.479750000000000000e+03 4.510930648190091226e-23
7.479875000000000000e+03 4.509614742981353103e-23
7.480000000000000000e+03 4.484400203811833043e-23
7.480125000000000000e+03 4.482123877829897077e-23
7.480250000000000000e+03 4.481705244652415101e-23
7.480375000000000000e+03 4.495003083370609240e-23
7.480500000000000000e+03 4.510862294021471598e-23
7.480625000000000000e+03 4.512874033510674255e-23
7.480750000000000000e+03 4.497024114906982636e-23
7.480875000000000000e+03 4.494696039009297755e-23
7.481000000000000000e+03 4.479966172139765941e-23
7.481125000000000000e+03 4.493883167956850695e-23
7.481250000000000000e+03 4.490387728061783329e-23
7.481375000000000000e+03 4.484919962609039520e-23
7.481500000000000000e+03 4.474999474680334331e-23
7.481625000000000000e+03 4.465235620274712586e-23
7.481750000000000000e+03 4.464068095531919475e-23
7.481875000000000000e+03 4.464199717480444378e-23
7.482000000000000000e+03 4.486591195189034270e-23
7.482125000000000000e+03 4.484498884719154938e-23
7.482250000000000000e+03 4.470609194062351847e-23
7.482375000000000000e+03 4.471009380177034185e-23
7.482500000000000000e+03 4.464448500560371846e-23
7.482625000000000000e+03 4.476893207935535655e-23
7.482750000000000000e+03 4.476240454674942496e-23
7.482875000000000000e+03 4.464721594250986709e-23
7.483000000000000000e+03 4.483636391017418726e-23
7.483125000000000000e+03 4.470340657753043669e-23
7.483250000000000000e+03 4.446248057305199135e-23
7.483375000000000000e+03 4.452888696129438357e-23
7.483500000000000000e+03 4.442924866466024279e-23
7.483625000000000000e+03 4.430152679809936428e-23
7.483750000000000000e+03 4.433199617195941198e-23
7.483875000000000000e+03 4.464134549366137261e-23
7.484000000000000000e+03 4.458844941750342098e-23
7.484125000000000000e+03 4.431363783282256379e-23
7.484250000000000000e+03 4.445535834971246964e-23
7.484375000000000000e+03 4.441694033168558966e-23
7.484500000000000000e+03 4.439083228240213637e-23
7.484625000000000000e+03 4.431899155016175014e-23
7.484750000000000000e+03 4.449340311857060997e-23
7.484875000000000000e+03 4.437355910062146642e-23
7.485000000000000000e+03 4.426847173855220478e-23
7.485125000000000000e+03 4.433152845965611482e-23
7.485250000000000000e+03 4.443136037685825672e-23
7.485375000000000000e+03 4.446015108473980922e-23
7.485500000000000000e+03 4.436558983539608358e-23
7.485625000000000000e+03 4.432285380331997316e-23
7.485750000000000000e+03 4.417279009527878551e-23
7.485875000000000000e+03 4.418446646172517605e-23
7.486000000000000000e+03 4.415481268901967917e-23
7.486125000000000000e+03 4.408370433986594845e-23
7.486250000000000000e+03 4.414488992680289786e-23
7.486375000000000000e+03 4.416608421620741365e-23
7.486500000000000000e+03 4.423446031175911151e-23
7.486625000000000000e+03 4.418023163464724870e-23
7.486750000000000000e+03 4.425652547838254841e-23
7.486875000000000000e+03 4.414334993452957577e-23
7.487000000000000000e+03 4.396061650596960226e-23
7.487125000000000000e+03 4.404566253355060198e-23
7.487250000000000000e+03 4.402489263873390083e-23
7.487375000000000000e+03 4.394606696584474969e-23
7.487500000000000000e+03 4.408959301791096619e-23
7.487625000000000000e+03 4.402538515030721705e-23
7.487750000000000000e+03 4.387318995890937191e-23
7.487875000000000000e+03 4.383959579762000952e-23
7.488000000000000000e+03 4.405888387775179387e-23
7.488125000000000000e+03 4.397442578761954971e-23
7.488250000000000000e+03 4.384883608013459703e-23
7.488375000000000000e+03 4.384156003470724976e-23
7.488500000000000000e+03 4.393472116441882680e-23
7.488625000000000000e+03 4.380214734370587317e-23
7.488750000000000000e+03 4.383515918470801938e-23
7.488875000000000000e+03 4.388615895051278740e-23
7.489000000000000000e+03 4.375236111777361916e-23
7.489125000000000000e+03 4.378807393447148088e-23
7.489250000000000000e+03 4.366901040413568965e-23
7.489375000000000000e+03 4.372320069108296002e-23
7.489500000000000000e+03 4.376604724503348404e-23
7.489625000000000000e+03 4.358198227486921320e-23
7.489750000000000000e+03 4.373513238299445227e-23
7.489875000000000000e+03 4.355015542432880809e-23
7.490000000000000000e+03 4.350255126236678184e-23
7.490125000000000000e+03 4.369605677150916665e-23
7.490250000000000000e+03 4.353132792162441280e-23
7.490375000000000000e+03 4.367763442782381048e-23
7.490500000000000000e+03 4.376199529450971695e-23
7.490625000000000000e+03 4.362151475483984741e-23
7.490750000000000000e+03 4.360780781251901980e-23
7.490875000000000000e+03 4.359635912181312392e-23
7.491000000000000000e+03 4.353228663479863907e-23
7.491125000000000000e+03 4.350408101873548884e-23
7.491250000000000000e+03 4.346099085256916270e-23
7.491375000000000000e+03 4.352149693849404903e-23
7.491500000000000000e+03 4.349246311719545833e-23
7.491625000000000000e+03 4.349215285310344756e-23
7.491750000000000000e+03 4.343776722122675437e-23
7.491875000000000000e+03 4.333167662841587362e-23
7.492000000000000000e+03 4.341472165695488595e-23
7.492125000000000000e+03 4.327491069258181378e-23
7.492250000000000000e+03 4.318770983119586887e-23
7.492375000000000000e+03 4.321752707793832907e-23
7.492500000000000000e+03 4.331110442370818017e-23
7.492625000000000000e+03 4.322121691034206254e-23
7.492750000000000000e+03 4.318950616096019080e-23
7.492875000000000000e+03 4.330150244465409904e-23
7.493000000000000000e+03 4.327909480300164873e-23
7.493125000000000000e+03 4.325485698474144990e-23
7.493250000000000000e+03 4.319728639542362134e-23
7.493375000000000000e+03 4.296022800562716092e-23
7.493500000000000000e+03 4.312387688007608096e-23
7.493625000000000000e+03 4.315540904628849296e-23
7.493750000000000000e+03 4.313605126012141115e-23
7.493875000000000000e+03 4.309029964806414815e-23
7.494000000000000000e+03 4.328228478062280535e-23
7.494125000000000000e+03 4.372647745064748681e-23
7.494250000000000000e+03 4.436446521813400571e-23
7.494375000000000000e+03 4.412627523197011005e-23
7.494500000000000000e+03 4.351081133064553298e-23
7.494625000000000000e+03 4.316287734783114226e-23
7.494750000000000000e+03 4.306419622244325555e-23
7.494875000000000000e+03 4.290923093602461549e-23
7.495000000000000000e+03 4.297931076526935746e-23
7.495125000000000000e+03 4.288238813514640768e-23
7.495250000000000000e+03 4.283948428603672976e-23
7.495375000000000000e+03 4.289350565582211453e-23
7.495500000000000000e+03 4.287479137646658866e-23
7.495625000000000000e+03 4.287804782358682824e-23
7.495750000000000000e+03 4.274099490662485233e-23
7.495875000000000000e+03 4.288142349739110411e-23
7.496000000000000000e+03 4.283748452291043146e-23
7.496125000000000000e+03 4.288436505027951623e-23
7.496250000000000000e+03 4.278991055308515612e-23
7.496375000000000000e+03 4.279915919731531457e-23
7.496500000000000000e+03 4.278719825320692458e-23
7.496625000000000000e+03 4.278315912607277208e-23
7.496750000000000000e+03 4.275513444723282598e-23
7.496875000000000000e+03 4.276231476797538061e-23
7.497000000000000000e+03 4.276997573667397817e-23
7.497125000000000000e+03 4.273742012183853800e-23
7.497250000000000000e+03 4.274209060820704635e-23
7.497375000000000000e+03 4.268877025302779726e-23
7.497500000000000000e+03 4.282702889004757249e-23
7.497625000000000000e+03 4.281460896287186333e-23
7.497750000000000000e+03 4.260908938637357039e-23
7.497875000000000000e+03 4.252147462124583470e-23
7.498000000000000000e+03 4.263835876740869785e-23
7.498125000000000000e+03 4.275688995085454257e-23
7.498250000000000000e+03 4.270244695000241100e-23
7.498375000000000000e+03 4.256722461814167463e-23
