time(s)  strain
-1.385742187 -1.1371402e-21
-1.385498047 -1.1614103e-21
-1.385253906 -1.1824986e-21
-1.385009765 -1.2003459e-21
-1.384765625 -1.2149027e-21
-1.384521484 -1.2261279e-21
-1.384277343 -1.2339901e-21
-1.384033203 -1.2384666e-21
-1.383789062 -1.2395442e-21
-1.383544922 -1.2372189e-21
-1.383300781 -1.2314965e-21
-1.38305664 -1.2223913e-21
-1.3828125 -1.2099278e-21
-1.382568359 -1.1941391e-21
-1.382324218 -1.1750678e-21
-1.382080078 -1.1527653e-21
-1.381835937 -1.127292e-21
-1.381591797 -1.098717e-21
-1.381347656 -1.0671181e-21
-1.381103515 -1.0325812e-21
-1.380859375 -9.952006e-22
-1.380615234 -9.5507811e-22
-1.380371093 -9.123235e-22
-1.380126953 -8.67053385e-22
-1.379882812 -8.1939189e-22
-1.379638672 -7.694693e-22
-1.379394531 -7.174224e-22
-1.37915039 -6.633938e-22
-1.37890625 -6.075316e-22
-1.378662109 -5.49989e-22
-1.378417968 -4.909242e-22
-1.378173828 -4.304992e-22
-1.377929687 -3.688799e-22
-1.377685547 -3.062358e-22
-1.377441406 -2.427392e-22
-1.377197265 -1.785647e-22
-1.376953125 -1.138888e-22
-1.376708984 -4.88898e-23
-1.376464843 1.62536e-23
-1.376220703 8.13617e-23
-1.375976562 1.46255e-22
-1.375732422 2.107547e-22
-1.375488281 2.746828e-22
-1.37524414 3.378629e-22
-1.375 4.001205e-22
-1.374755859 4.612837e-22
-1.374511718 5.211834e-22
-1.374267578 5.796541e-22
-1.374023437 6.365341e-22
-1.373779297 6.916659e-22
-1.373535156 7.44897e-22
-1.373291015 7.960797e-22
-1.373046875 8.4507252e-22
-1.372802734 8.9173924e-22
-1.372558593 9.3595057e-22
-1.372314453 9.775836e-22
-1.372070312 1.0165228e-21
-1.371826172 1.0526596e-21
-1.371582031 1.0858938e-21
-1.37133789 1.1161323e-21
-1.37109375 1.1432911e-21
-1.370849609 1.167294e-21
-1.370605468 1.1880741e-21
-1.370361328 1.2055727e-21
-1.370117187 1.2197408e-21
-1.369873047 1.2305381e-21
-1.369628906 1.237934e-21
-1.369384765 1.2419068e-21
-1.369140625 1.2424449e-21
-1.368896484 1.2395456e-21
-1.368652343 1.2332163e-21
-1.368408203 1.2234732e-21
-1.368164062 1.2103425e-21
-1.367919922 1.1938595e-21
-1.367675781 1.1740691e-21
-1.36743164 1.1510249e-21
-1.3671875 1.1247902e-21
-1.366943359 1.0954363e-21
-1.366699218 1.063044e-21
-1.366455078 1.0277019e-21
-1.366210937 9.895075e-22
-1.365966797 9.4856529e-22
-1.365722656 9.0498856e-22
-1.365478515 8.5889676e-22
-1.365234375 8.1041754e-22
-1.364990234 7.596841e-22
-1.364746093 7.06837e-22
-1.364501953 6.520216e-22
-1.364257812 5.9539e-22
-1.364013672 5.370983e-22
-1.363769531 4.773081e-22
-1.36352539 4.161844e-22
-1.36328125 3.53897e-22
-1.363037109 2.90618e-22
-1.362792968 2.265231e-22
-1.362548828 1.617896e-22
-1.362304687 9.65974e-23
-1.362060547 3.1127e-23
-1.361816406 -3.44393e-23
-1.361572265 -9.992e-23
-1.361328125 -1.651328e-22
-1.361083984 -2.298967e-22
-1.360839843 -2.940315e-22
-1.360595703 -3.573589e-22
-1.360351562 -4.197026e-22
-1.360107422 -4.808891e-22
-1.359863281 -5.407479e-22
-1.35961914 -5.991124e-22
-1.359375 -6.558195e-22
-1.359130859 -7.107116e-22
-1.358886718 -7.63635e-22
-1.358642578 -8.1444226e-22
-1.358398437 -8.6299129e-22
-1.358154297 -9.0914649e-22
-1.357910156 -9.5277853e-22
-1.357666015 -9.937656e-22
-1.357421875 -1.0319925e-21
-1.357177734 -1.0673524e-21
-1.356933593 -1.0997458e-21
-1.356689453 -1.1290818e-21
-1.356445312 -1.1552777e-21
-1.356201172 -1.1782599e-21
-1.355957031 -1.1979631e-21
-1.35571289 -1.2143319e-21
-1.35546875 -1.2273194e-21
-1.355224609 -1.2368888e-21
-1.354980468 -1.2430121e-21
-1.354736328 -1.2456716e-21
-1.354492187 -1.2448587e-21
-1.354248047 -1.2405748e-21
-1.354003906 -1.2328308e-21
-1.353759765 -1.2216474e-21
-1.353515625 -1.2070547e-21
-1.353271484 -1.1890927e-21
-1.353027343 -1.1678101e-21
-1.352783203 -1.1432659e-21
-1.352539062 -1.1155273e-21
-1.352294922 -1.084671e-21
-1.352050781 -1.0507822e-21
-1.35180664 -1.0139547e-21
-1.3515625 -9.7429028e-22
-1.351318359 -9.3189931e-22
-1.351074218 -8.86899058e-22
-1.350830078 -8.3941465e-22
-1.350585937 -7.8957798e-22
-1.350341797 -7.375277e-22
-1.350097656 -6.834086e-22
-1.349853515 -6.273713e-22
-1.349609375 -5.695719e-22
-1.349365234 -5.101715e-22
-1.349121093 -4.493358e-22
-1.348876953 -3.872344e-22
-1.348632812 -3.240406e-22
-1.348388672 -2.599309e-22
-1.348144531 -1.950844e-22
-1.34790039 -1.296822e-22
-1.34765625 -6.39072e-23
-1.347412109 2.0567e-24
-1.347167968 6.80247e-23
-1.346923828 1.338124e-22
-1.346679687 1.992355e-22
-1.346435547 2.641109e-22
-1.346191406 3.282564e-22
-1.345947265 3.914925e-22
-1.345703125 4.536416e-22
-1.345458984 5.145294e-22
-1.345214843 5.739849e-22
-1.344970703 6.318411e-22
-1.344726562 6.879355e-22
-1.344482422 7.421103e-22
-1.344238281 7.9421308e-22
-1.34399414 8.4409727e-22
-1.34375 8.91622274e-22
-1.343505859 9.3665428e-22
-1.343261718 9.790661e-22
-1.343017578 1.0187382e-21
-1.342773437 1.0555584e-21
-1.342529297 1.0894227e-21
-1.342285156 1.120235e-21
-1.342041015 1.1479083e-21
-1.341796875 1.1723637e-21
-1.341552734 1.1935319e-21
-1.341308593 1.2113523e-21
-1.341064453 1.2257742e-21
-1.340820312 1.2367559e-21
-1.340576172 1.2442657e-21
-1.340332031 1.2482814e-21
-1.34008789 1.2487909e-21
-1.33984375 1.2457916e-21
-1.339599609 1.2392911e-21
-1.339355468 1.2293065e-21
-1.339111328 1.215865e-21
-1.338867187 1.1990032e-21
-1.338623047 1.178768e-21
-1.338378906 1.1552147e-21
-1.338134765 1.1284094e-21
-1.337890625 1.0984257e-21
-1.337646484 1.0653477e-21
-1.337402343 1.0292672e-21
-1.337158203 9.902852e-22
-1.336914062 9.4851015e-22
-1.336669922 9.0405936e-22
-1.336425781 8.5705665e-22
-1.33618164 8.076341e-22
-1.3359375 7.559298e-22
-1.335693359 7.020891e-22
-1.335449218 6.462626e-22
-1.335205078 5.886073e-22
-1.334960937 5.29285e-22
-1.334716797 4.684624e-22
-1.334472656 4.063104e-22
-1.334228515 3.430039e-22
-1.333984375 2.787208e-22
-1.333740234 2.136424e-22
-1.333496093 1.479515e-22
-1.333251953 8.18336e-23
-1.333007812 1.54747e-23
-1.332763672 -5.09378e-23
-1.332519531 -1.172169e-22
-1.33227539 -1.831752e-22
-1.33203125 -2.486269e-22
-1.331787109 -3.133867e-22
-1.331542968 -3.772721e-22
-1.331298828 -4.401021e-22
-1.331054687 -5.016994e-22
-1.330810547 -5.618893e-22
-1.330566406 -6.205018e-22
-1.330322265 -6.773706e-22
-1.330078125 -7.323349e-22
-1.329833984 -7.8523854e-22
-1.329589843 -8.3593183e-22
-1.329345703 -8.84270416e-22
-1.329101562 -9.3011758e-22
-1.328857422 -9.733425e-22
-1.328613281 -1.0138225e-21
-1.32836914 -1.0514423e-21
-1.328125 -1.0860949e-21
-1.327880859 -1.117681e-21
-1.327636718 -1.1461108e-21
-1.327392578 -1.1713027e-21
-1.327148437 -1.1931848e-21
-1.326904297 -1.211694e-21
-1.326660156 -1.226777e-21
-1.326416015 -1.2383902e-21
-1.326171875 -1.2464997e-21
-1.325927734 -1.2510814e-21
-1.325683593 -1.2521217e-21
-1.325439453 -1.2496161e-21
-1.325195312 -1.2435712e-21
-1.324951172 -1.2340029e-21
-1.324707031 -1.2209372e-21
-1.32446289 -1.2044102e-21
-1.32421875 -1.1844678e-21
-1.323974609 -1.1611654e-21
-1.323730468 -1.1345684e-21
-1.323486328 -1.1047509e-21
-1.323242187 -1.0717967e-21
-1.322998047 -1.0357982e-21
-1.322753906 -9.968568e-22
-1.322509765 -9.5508206e-22
-1.322265625 -9.1059168e-22
-1.322021484 -8.6351098e-22
-1.321777343 -8.1397297e-22
-1.321533203 -7.621175e-22
-1.321289062 -7.08091e-22
-1.321044922 -6.520464e-22
-1.320800781 -5.94142e-22
-1.32055664 -5.345418e-22
-1.3203125 -4.734146e-22
-1.320068359 -4.109334e-22
-1.319824218 -3.472755e-22
-1.319580078 -2.826214e-22
-1.319335937 -2.171543e-22
-1.319091797 -1.510603e-22
-1.318847656 -8.45267e-23
-1.318603515 -1.77429e-23
-1.318359375 4.91015e-23
-1.318115234 1.158165e-22
-1.317871093 1.822124e-22
-1.317626953 2.481001e-22
-1.317382812 3.132922e-22
-1.317138672 3.776029e-22
-1.316894531 4.408492e-22
-1.31665039 5.028506e-22
-1.31640625 5.634304e-22
-1.316162109 6.224157e-22
-1.315917968 6.796382e-22
-1.315673828 7.349344e-22
-1.315429687 7.8814655e-22
-1.315185547 8.3912207e-22
-1.314941406 8.877154728e-22
-1.314697265 9.337875e-22
-1.314453125 9.772063e-22
-1.314208984 1.0178471e-21
-1.313964843 1.0555938e-21
-1.313720703 1.0903374e-21
-1.313476562 1.1219785e-21
-1.313232422 1.1504256e-21
-1.312988281 1.1755969e-21
-1.31274414 1.1974196e-21
-1.3125 1.2158307e-21
-1.312255859 1.2307762e-21
-1.312011718 1.2422131e-21
-1.311767578 1.2501072e-21
-1.311523437 1.2544354e-21
-1.311279297 1.2551839e-21
-1.311035156 1.2523499e-21
-1.310791015 1.2459401e-21
-1.310546875 1.2359722e-21
-1.310302734 1.2224733e-21
-1.310058593 1.205481e-21
-1.309814453 1.1850429e-21
-1.309570312 1.1612165e-21
-1.309326172 1.1340685e-21
-1.309082031 1.1036759e-21
-1.30883789 1.0701244e-21
-1.30859375 1.0335092e-21
-1.308349609 9.939338e-22
-1.308105468 9.5151082e-22
-1.307861328 9.0636027e-22
-1.307617187 8.5861105e-22
-1.307373047 8.0839849e-22
-1.307128906 7.558659e-22
-1.306884765 7.011625e-22
-1.306640625 6.444446e-22
-1.306396484 5.858737e-22
-1.306152343 5.25617e-22
-1.305908203 4.638461e-22
-1.305664062 4.007382e-22
-1.305419922 3.364726e-22
-1.305175781 2.71234e-22
-1.30493164 2.052082e-22
-1.3046875 1.385846e-22
-1.304443359 7.15535e-23
-1.304199218 4.3072e-24
-1.303955078 -6.2962e-23
-1.303710937 -1.30061e-22
-1.303466797 -1.967978e-22
-1.303222656 -2.629805e-22
-1.302978515 -3.284197e-22
-1.302734375 -3.929271e-22
-1.302490234 -4.563177e-22
-1.302246093 -5.184091e-22
-1.302001953 -5.790231e-22
-1.301757812 -6.379851e-22
-1.301513672 -6.951256e-22
-1.301269531 -7.5028e-22
-1.30102539 -8.0328952e-22
-1.30078125 -8.5400116e-22
-1.300537109 -9.0226896e-22
-1.300292968 -9.4795323e-22
-1.300048828 -9.909224e-22
-1.299804687 -1.0310519e-21
-1.299560547 -1.068226e-21
-1.299316406 -1.1023367e-21
-1.299072265 -1.1332853e-21
-1.298828125 -1.1609817e-21
-1.298583984 -1.1853458e-21
-1.298339843 -1.2063061e-21
-1.298095703 -1.2238017e-21
-1.297851562 -1.237781e-21
-1.297607422 -1.2482031e-21
-1.297363281 -1.2550366e-21
-1.29711914 -1.2582611e-21
-1.296875 -1.257866e-21
-1.296630859 -1.2538518e-21
-1.296386718 -1.2462285e-21
-1.296142578 -1.2350173e-21
-1.295898437 -1.2202493e-21
-1.295654297 -1.2019661e-21
-1.295410156 -1.180219e-21
-1.295166015 -1.15507e-21
-1.294921875 -1.1265903e-21
-1.294677734 -1.094861e-21
-1.294433593 -1.0599726e-21
-1.294189453 -1.0220246e-21
-1.293945312 -9.8112551e-22
-1.293701172 -9.3739241e-22
-1.293457031 -8.909503387e-22
-1.29321289 -8.4193255e-22
-1.29296875 -7.9047953e-22
-1.292724609 -7.36739e-22
-1.292480468 -6.808652e-22
-1.292236328 -6.230186e-22
-1.291992187 -5.633657e-22
-1.291748047 -5.020779e-22
-1.291503906 -4.393317e-22
-1.291259765 -3.753076e-22
-1.291015625 -3.101902e-22
-1.290771484 -2.441668e-22
-1.290527343 -1.774282e-22
-1.290283203 -1.101666e-22
-1.290039062 -4.25763e-23
-1.289794922 2.51478e-23
-1.289550781 9.28098e-23
-1.28930664 1.602146e-22
-1.2890625 2.27167e-22
-1.288818359 2.934738e-22
-1.288574218 3.589427e-22
-1.288330078 4.233845e-22
-1.288085937 4.866124e-22
-1.287841797 5.484435e-22
-1.287597656 6.086982e-22
-1.287353515 6.672022e-22
-1.287109375 7.237853e-22
-1.286865234 7.782836e-22
-1.286621093 8.3053852e-22
-1.286376953 8.803985e-22
-1.286132812 9.2771818e-22
-1.285888672 9.7236015e-22
-1.285644531 1.014194e-21
-1.28540039 1.0530982e-21
-1.28515625 1.0889589e-21
-1.284912109 1.1216716e-21
-1.284667968 1.1511403e-21
-1.284423828 1.177279e-21
-1.284179687 1.2000106e-21
-1.283935547 1.2192687e-21
-1.283691406 1.2349959e-21
-1.283447265 1.2471462e-21
-1.283203125 1.2556827e-21
-1.282958984 1.2605801e-21
-1.282714843 1.2618226e-21
-1.282470703 1.2594061e-21
-1.282226562 1.2533359e-21
-1.281982422 1.2436291e-21
-1.281738281 1.2303123e-21
-1.28149414 1.2134234e-21
-1.28125 1.1930102e-21
-1.281005859 1.169131e-21
-1.280761718 1.141854e-21
-1.280517578 1.1112576e-21
-1.280273437 1.0774291e-21
-1.280029297 1.0404665e-21
-1.279785156 1.0004756e-21
-1.279541015 9.5757232e-22
-1.279296875 9.1187971e-22
-1.279052734 8.6353043e-22
-1.278808593 8.1266351e-22
-1.278564453 7.594268e-22
-1.278320312 7.039735e-22
-1.278076172 6.46465e-22
-1.277832031 5.870672e-22
-1.27758789 5.259529e-22
-1.27734375 4.632988e-22
-1.277099609 3.992872e-22
-1.276855468 3.341033e-22
-1.276611328 2.679372e-22
-1.276367187 2.009804e-22
-1.276123047 1.334282e-22
-1.275878906 6.54765e-23
-1.275634765 -2.6764e-24
-1.275390625 -7.08328e-23
-1.275146484 -1.387936e-22
-1.274902343 -2.063612e-22
-1.274658203 -2.733384e-22
-1.274414062 -3.395302e-22
-1.274169922 -4.047431e-22
-1.273925781 -4.687871e-22
-1.27368164 -5.31475e-22
-1.2734375 -5.926238e-22
-1.273193359 -6.520546e-22
-1.272949218 -7.095938e-22
-1.272705078 -7.650728e-22
-1.272460937 -8.1832953e-22
-1.272216797 -8.6920752e-22
-1.271972656 -9.1755811e-22
-1.271728515 -9.6323905e-22
-1.271484375 -1.0061164e-21
-1.271240234 -1.0460643e-21
-1.270996093 -1.0829651e-21
-1.270751953 -1.1167102e-21
-1.270507812 -1.1472002e-21
-1.270263672 -1.1743449e-21
-1.270019531 -1.1980643e-21
-1.26977539 -1.2182878e-21
-1.26953125 -1.2349556e-21
-1.269287109 -1.2480176e-21
-1.269042968 -1.2574348e-21
-1.268798828 -1.2631784e-21
-1.268554687 -1.2652307e-21
-1.268310547 -1.2635844e-21
-1.268066406 -1.2582434e-21
-1.267822265 -1.249222e-21
-1.267578125 -1.2365457e-21
-1.267333984 -1.2202503e-21
-1.267089843 -1.2003826e-21
-1.266845703 -1.1769994e-21
-1.266601562 -1.1501683e-21
-1.266357422 -1.1199667e-21
-1.266113281 -1.086482e-21
-1.26586914 -1.0498113e-21
-1.265625 -1.0100609e-21
-1.265380859 -9.6734636e-22
-1.265136718 -9.2179184e-22
-1.264892578 -8.7353005e-22
-1.264648437 -8.2270144e-22
-1.264404297 -7.694542e-22
-1.264160156 -7.139437e-22
-1.263916015 -6.56332e-22
-1.263671875 -5.96787e-22
-1.263427734 -5.354831e-22
-1.263183593 -4.725993e-22
-1.262939453 -4.083197e-22
-1.262695312 -3.428322e-22
-1.262451172 -2.763287e-22
-1.262207031 -2.090038e-22
-1.26196289 -1.41055e-22
-1.26171875 -7.26814e-23
-1.261474609 -4.0835e-24
-1.261230468 6.45373e-23
-1.260986328 1.329795e-22
-1.260742187 2.010423e-22
-1.260498047 2.685255e-22
-1.260253906 3.35231e-22
-1.260009765 4.009623e-22
-1.259765625 4.655262e-22
-1.259521484 5.287325e-22
-1.259277343 5.903954e-22
-1.259033203 6.503328e-22
-1.258789062 7.083682e-22
-1.258544922 7.643303e-22
-1.258300781 8.180542e-22
-1.25805664 8.6938077e-22
-1.2578125 9.1815881e-22
-1.257568359 9.6424373e-22
-1.257324218 1.0074995e-21
-1.257080078 1.0477975e-21
-1.256835937 1.0850188e-21
-1.256591797 1.1190524e-21
-1.256347656 1.1497976e-21
-1.256103515 1.1771625e-21
-1.255859375 1.2010661e-21
-1.255615234 1.2214362e-21
-1.255371093 1.2382124e-21
-1.255126953 1.2513437e-21
-1.254882812 1.2607908e-21
-1.254638672 1.2665243e-21
-1.254394531 1.2685265e-21
-1.25415039 1.2667901e-21
-1.25390625 1.2613194e-21
-1.253662109 1.2521292e-21
-1.253417968 1.2392456e-21
-1.253173828 1.2227053e-21
-1.252929687 1.2025563e-21
-1.252685547 1.1788565e-21
-1.252441406 1.1516753e-21
-1.252197265 1.1210912e-21
-1.251953125 1.087194e-21
-1.251708984 1.0500824e-21
-1.251464843 1.0098653e-21
-1.251220703 9.6666001e-22
-1.250976562 9.2059374e-22
-1.250732422 8.7180119e-22
-1.250488281 8.2042614e-22
-1.25024414 7.666192e-22
-1.25 7.105387e-22
-1.249755859 6.523497e-22
-1.249511718 5.922236e-22
-1.249267578 5.303372e-22
-1.249023437 4.668734e-22
-1.248779297 4.020189e-22
-1.248535156 3.359654e-22
-1.248291015 2.689076e-22
-1.248046875 2.010438e-22
-1.247802734 1.325742e-22
-1.247558593 6.37016e-23
-1.247314453 -5.3707e-24
-1.247070312 -7.44381e-23
-1.246826172 -1.432965e-22
-1.246582031 -2.117414e-22
-1.24633789 -2.795707e-22
-1.24609375 -3.465829e-22
-1.245849609 -4.125795e-22
-1.245605468 -4.773645e-22
-1.245361328 -5.40746e-22
-1.245117187 -6.025353e-22
-1.244873047 -6.625493e-22
-1.244628906 -7.206093e-22
-1.244384765 -7.765427e-22
-1.244140625 -8.3018293e-22
-1.243896484 -8.813704e-22
-1.243652343 -9.299525e-22
-1.243408203 -9.7578446e-22
-1.243164062 -1.0187293e-21
-1.242919922 -1.058659e-21
-1.242675781 -1.0954539e-21
-1.24243164 -1.1290041e-21
-1.2421875 -1.1592088e-21
-1.241943359 -1.1859775e-21
-1.241699218 -1.2092296e-21
-1.241455078 -1.2288951e-21
-1.241210937 -1.2449143e-21
-1.240966797 -1.2572388e-21
-1.240722656 -1.2658307e-21
-1.240478515 -1.2706633e-21
-1.240234375 -1.2717211e-21
-1.239990234 -1.2689999e-21
-1.239746093 -1.2625066e-21
-1.239501953 -1.2522593e-21
-1.239257812 -1.2382873e-21
-1.239013672 -1.2206311e-21
-1.238769531 -1.199342e-21
-1.23852539 -1.1744823e-21
-1.23828125 -1.1461248e-21
-1.238037109 -1.1143528e-21
-1.237792968 -1.0792598e-21
-1.237548828 -1.0409491e-21
-1.237304687 -9.99534e-22
-1.237060547 -9.5513662e-22
-1.236816406 -9.07888317e-22
-1.236572265 -8.5792889e-22
-1.236328125 -8.0540623e-22
-1.236083984 -7.504761e-22
-1.235839843 -6.933014e-22
-1.235595703 -6.340516e-22
-1.235351562 -5.729027e-22
-1.235107422 -5.100365e-22
-1.234863281 -4.456397e-22
-1.23461914 -3.799038e-22
-1.234375 -3.130245e-22
-1.234130859 -2.452007e-22
-1.233886718 -1.766346e-22
-1.233642578 -1.075302e-22
-1.233398437 -3.80937e-23
-1.233154297 3.14679e-23
-1.232910156 1.009469e-22
-1.232666015 1.701363e-22
-1.232421875 2.38829e-22
-1.232177734 3.068203e-22
-1.231933593 3.739065e-22
-1.231689453 4.398875e-22
-1.231445312 5.045653e-22
-1.231201172 5.677468e-22
-1.230957031 6.292426e-22
-1.23071289 6.888684e-22
-1.23046875 7.464455e-22
-1.230224609 8.0180128e-22
-1.229980468 8.5476924e-22
-1.229736328 9.05190821e-22
-1.229492187 9.5291388e-22
-1.229248047 9.977955e-22
-1.229003906 1.0397e-21
-1.228759765 1.0785016e-21
-1.228515625 1.1140828e-21
-1.228271484 1.1463365e-21
-1.228027343 1.1751649e-21
-1.227783203 1.2004809e-21
-1.227539062 1.2222073e-21
-1.227294922 1.2402784e-21
-1.227050781 1.2546385e-21
-1.22680664 1.2652438e-21
-1.2265625 1.2720611e-21
-1.226318359 1.275069e-21
-1.226074218 1.274257e-21
-1.225830078 1.2696269e-21
-1.225585937 1.2611909e-21
-1.225341797 1.2489734e-21
-1.225097656 1.2330096e-21
-1.224853515 1.2133465e-21
-1.224609375 1.1900415e-21
-1.224365234 1.1631638e-21
-1.224121093 1.1327926e-21
-1.223876953 1.0990182e-21
-1.223632812 1.0619404e-21
-1.223388672 1.0216701e-21
-1.223144531 9.7832652e-22
-1.22290039 9.3203941e-22
-1.22265625 8.8294615e-22
-1.222412109 8.3119399e-22
-1.222167968 7.769368e-22
-1.221923828 7.203374e-22
-1.221679687 6.615644e-22
-1.221435547 6.007944e-22
-1.221191406 5.382088e-22
-1.220947265 4.739955e-22
-1.220703125 4.083466e-22
-1.220458984 3.414594e-22
-1.220214843 2.735343e-22
-1.219970703 2.047755e-22
-1.219726562 1.353891e-22
-1.219482422 6.5584e-23
-1.219238281 -4.4303e-24
-1.21899414 -7.44428e-23
-1.21875 -1.442434e-22
-1.218505859 -2.136214e-22
-1.218261718 -2.823683e-22
-1.218017578 -3.502766e-22
-1.217773437 -4.171419e-22
-1.217529297 -4.827622e-22
-1.217285156 -5.469399e-22
-1.217041015 -6.094809e-22
-1.216796875 -6.701965e-22
-1.216552734 -7.289029e-22
-1.216308593 -7.85423e-22
-1.216064453 -8.3958544e-22
-1.215820312 -8.9122652e-22
-1.215576172 -9.4018944e-22
-1.215332031 -9.8632603e-22
-1.21508789 -1.0294961e-21
-1.21484375 -1.0695686e-21
-1.214599609 -1.1064216e-21
-1.214355468 -1.1399431e-21
-1.214111328 -1.1700307e-21
-1.213867187 -1.1965927e-21
-1.213623047 -1.2195477e-21
-1.213378906 -1.2388253e-21
-1.213134765 -1.2543663e-21
-1.212890625 -1.2661224e-21
-1.212646484 -1.274057e-21
-1.212402343 -1.2781451e-21
-1.212158203 -1.2783727e-21
-1.211914062 -1.2747385e-21
-1.211669922 -1.2672518e-21
-1.211425781 -1.2559342e-21
-1.21118164 -1.2408186e-21
-1.2109375 -1.2219498e-21
-1.210693359 -1.1993833e-21
-1.210449218 -1.1731864e-21
-1.210205078 -1.1434371e-21
-1.209960937 -1.1102242e-21
-1.209716797 -1.0736472e-21
-1.209472656 -1.0338158e-21
-1.209228515 -9.9084932e-22
-1.208984375 -9.4487696e-22
-1.208740234 -8.96036789e-22
-1.208496093 -8.4447576e-22
-1.208251953 -7.903493e-22
-1.208007812 -7.338204e-22
-1.207763672 -6.750595e-22
-1.207519531 -6.142439e-22
-1.20727539 -5.515572e-22
-1.20703125 -4.871888e-22
-1.206787109 -4.213332e-22
-1.206542968 -3.541896e-22
-1.206298828 -2.859609e-22
-1.206054687 -2.168538e-22
-1.205810547 -1.470776e-22
-1.205566406 -7.68436e-23
-1.205322265 -6.3647e-24
-1.205078125 6.41454e-23
-1.204833984 1.344726e-22
-1.204589843 2.044038e-22
-1.204345703 2.737263e-22
-1.204101562 3.422297e-22
-1.203857422 4.097057e-22
-1.203613281 4.759491e-22
-1.20336914 5.407583e-22
-1.203125 6.039363e-22
-1.202880859 6.652903e-22
-1.202636718 7.246337e-22
-1.202392578 7.817852e-22
-1.202148437 8.3657074e-22
-1.201904297 8.8882271e-22
-1.201660156 9.3838199e-22
-1.201416015 9.8509652e-22
-1.201171875 1.0288239e-21
-1.200927734 1.0694296e-21
-1.200683593 1.1067897e-21
-1.200439453 1.1407891e-21
-1.200195312 1.1713237e-21
-1.199951172 1.1982991e-21
-1.199707031 1.2216324e-21
-1.19946289 1.2412512e-21
-1.19921875 1.2570949e-21
-1.198974609 1.2691136e-21
-1.198730468 1.27727e-21
-1.198486328 1.2815376e-21
-1.198242187 1.2819026e-21
-1.197998047 1.2783622e-21
-1.197753906 1.2709265e-21
-1.197509765 1.2596162e-21
-1.197265625 1.2444654e-21
-1.197021484 1.2255183e-21
-1.196777343 1.2028321e-21
-1.196533203 1.1764743e-21
-1.196289062 1.1465245e-21
-1.196044922 1.1130725e-21
-1.195800781 1.0762198e-21
-1.19555664 1.0360771e-21
-1.1953125 9.9276655e-22
-1.195068359 9.4641862e-22
-1.194824218 8.9717443e-22
-1.194580078 8.451829e-22
-1.194335937 7.906024e-22
-1.194091797 7.335983e-22
-1.193847656 6.743443e-22
-1.193603515 6.130204e-22
-1.193359375 5.498136e-22
-1.193115234 4.84916e-22
-1.192871093 4.185259e-22
-1.192626953 3.508453e-22
-1.192382812 2.82081e-22
-1.192138672 2.124426e-22
-1.191894531 1.421432e-22
-1.19165039 7.1397e-23
-1.19140625 4.207e-25
-1.191162109 -7.05689e-23
-1.190917968 -1.413544e-22
-1.190673828 -2.117194e-22
-1.190429687 -2.814481e-22
-1.190185547 -3.503272e-22
-1.189941406 -4.181452e-22
-1.189697265 -4.846945e-22
-1.189453125 -5.497705e-22
-1.189208984 -6.131738e-22
-1.188964843 -6.747094e-22
-1.188720703 -7.341883e-22
-1.188476562 -7.914274e-22
-1.188232422 -8.4625104e-22
-1.187988281 -8.98489839e-22
-1.18774414 -9.4798333e-22
-1.1875 -9.9457852e-22
-1.187255859 -1.0381319e-21
-1.187011718 -1.0785087e-21
-1.186767578 -1.1155842e-21
-1.186523437 -1.1492435e-21
-1.186279297 -1.1793824e-21
-1.186035156 -1.2059073e-21
-1.185791015 -1.2287354e-21
-1.185546875 -1.2477956e-21
-1.185302734 -1.2630282e-21
-1.185058593 -1.2743852e-21
-1.184814453 -1.2818305e-21
-1.184570312 -1.28534e-21
-1.184326172 -1.2849016e-21
-1.184082031 -1.2805153e-21
-1.18383789 -1.2721936e-21
-1.18359375 -1.2599606e-21
-1.183349609 -1.2438527e-21
-1.183105468 -1.2239181e-21
-1.182861328 -1.2002172e-21
-1.182617187 -1.1728212e-21
-1.182373047 -1.1418136e-21
-1.182128906 -1.1072884e-21
-1.181884765 -1.0693507e-21
-1.181640625 -1.0281162e-21
-1.181396484 -9.8371064e-22
-1.181152343 -9.362698e-22
-1.180908203 -8.859388e-22
-1.180664062 -8.3287156e-22
-1.180419922 -7.772306e-22
-1.180175781 -7.191864e-22
-1.17993164 -6.589172e-22
-1.1796875 -5.966078e-22
-1.179443359 -5.324495e-22
-1.179199218 -4.666395e-22
-1.178955078 -3.9938e-22
-1.178710937 -3.30878e-22
-1.178466797 -2.613441e-22
-1.178222656 -1.909927e-22
-1.177978515 -1.2004e-22
-1.177734375 -4.87051e-23
-1.177490234 2.27923e-23
-1.177246093 9.42317e-23
-1.177001953 1.653925e-22
-1.176757812 2.36055e-22
-1.176513672 3.06001e-22
-1.176269531 3.750144e-22
-1.17602539 4.428817e-22
-1.17578125 5.093929e-22
-1.175537109 5.743424e-22
-1.175292968 6.375288e-22
-1.175048828 6.987566e-22
-1.174804687 7.578356e-22
-1.174560547 8.1458288e-22
-1.174316406 8.6882204e-22
-1.174072265 9.20384951e-22
-1.173828125 9.6911087e-22
-1.173583984 1.0148486e-21
-1.173339843 1.0574554e-21
-1.173095703 1.096799e-21
-1.172851562 1.1327558e-21
-1.172607422 1.1652144e-21
